id,first_name,last_name,dob
1426,Mathe,Fellini,09/09/1951
1427,Granville,Eborn,03/13/1953
1428,Mick,Gerling,01/08/1998
1429,Ludwig,Ketcher,11/10/1986
1430,Selia,Doxey,02/06/1938
1431,Brewer,Wilfing,11/02/1976
1432,Maurise,Thieme,07/12/1995
1433,Nickolaus,Cruikshank,12/29/1959
1434,Ashley,Fagge,12/15/1947
1435,Filbert,Beardsell,04/25/1955
1436,Britni,Docharty,11/10/2008
1437,Mahala,Petyakov,03/05/1961
1438,Maurits,Gahan,10/25/1987
1439,Peirce,Klewi,02/01/1933
1440,Nady,Garmston,03/20/1960
1441,Matelda,Geane,12/16/1986
1442,Bertrando,Cubbini,04/17/2001
1443,Bidget,Gounot,07/20/1953
1444,Millie,Cominello,09/30/1960
1445,Casi,Rosenzveig,02/10/1942
1446,Jamill,Kindleside,09/08/1932
1447,Colly,Burchill,03/07/1961
1448,Nolly,Humblestone,01/21/2013
1449,Rey,Caldicot,04/04/1984
1450,Oralee,Shulver,10/04/1956
1451,Consalve,Joannic,12/13/1986
1452,Kora,Cometto,03/27/1947
1453,Alberta,Rzehor,01/04/1961
1454,Vasilis,Eddoes,07/06/1958
1455,Harriette,Hendron,03/20/2001
1456,Berne,Sanney,09/27/1978
1457,Roselia,Rapinett,04/07/1947
1458,Anastassia,Dyet,03/22/1969
1459,Rouvin,Jewess,07/08/1936
1460,Chrystal,Dishmon,02/15/1931
1461,Augie,Ward,12/19/1988
1462,Brucie,Schulter,05/20/1986
1463,Darius,Maskrey,01/02/1967
1464,Allsun,Shadrach,12/03/1948
1465,Sigfrid,Rock,04/10/2000
1466,Dulcea,Woolatt,10/27/1972
1467,Virgilio,Ranscomb,12/08/1974
1468,Derrick,Debold,12/07/1944
1469,Celle,Longstreet,03/24/1981
1470,Abie,Laurenson,10/27/1965
1471,Melosa,Iredale,12/02/1954
1472,Dyana,Waite,05/26/1970
1473,Deloria,Hayland,11/17/1978
1474,Selinda,Curtin,05/02/1949
1475,Willdon,Skirrow,07/10/1967
1476,Xylina,Sipson,02/20/1991
1477,Anthony,Meneyer,09/07/2001
1478,Angie,Choldcroft,05/15/1947
1479,Rowan,Wimlett,04/25/1939
1480,Philipa,Ligerton,04/21/2005
1481,Dannye,Gile,07/09/1997
1482,Roanne,Sunner,02/28/1942
1483,Julianna,Maun,04/11/1971
1484,Gussy,Brou,04/29/1966
1485,Gaylene,Gawn,03/19/1946
1486,Benny,Cathesyed,03/11/1977
1487,Ronni,Hempel,12/05/1991
1488,Robby,Tytler,02/10/1970
1489,Yvette,Lawlance,07/30/2009
1490,Ashton,Featherston,06/08/1974
1491,Rycca,Coulston,09/17/2013
1492,Collen,Leddie,10/02/2000
1493,Julius,Cartin,03/10/2006
1494,Brittaney,Boath,02/06/2011
1495,Beverly,Enric,12/31/1938
1496,Shaina,Downton,03/26/2005
1497,Somerset,Savile,12/21/2014
1498,Bibbye,Strettle,11/22/1954
1499,Valerye,Fasler,11/05/1980
1500,Rozelle,Basil,07/21/2010
1501,Reeva,De Few,01/08/1980
1502,Daniel,Keemar,09/09/1995
1503,Konstance,Wain,11/25/1986
1504,Rosabel,Yakobowitz,01/06/1940
1505,Roseline,MacGraith,10/12/1934
1506,Bathsheba,Alderwick,08/08/2013
1507,Sandi,Krammer,03/11/1967
1508,Emory,Blaschek,02/22/1970
1509,Carney,Lippi,06/16/1972
1510,Maryanna,Frankling,11/25/2007
1511,Sammy,Grelka,03/23/2015
1512,Kevina,Lowten,11/15/1949
1513,Cassandre,Clears,12/04/1953
1514,Olivia,Wearn,06/18/1982
1515,Benoite,Normanvell,08/14/1973
1516,Claudina,Bevan,01/11/1931
1517,Casper,Hanscomb,06/11/1940
1518,Birch,Dalrymple,08/21/1954
1519,Gabriell,Castelot,06/10/1963
1520,Wynne,Garrish,07/02/1988
1521,Sax,Gully,06/14/1958
1522,Tulley,Houson,01/25/1975
1523,Paulie,Hambridge,10/05/1966
1524,Anastassia,Ruste,09/22/1962
1525,Maxie,Burnes,06/19/1996
1526,Millisent,Ritson,12/18/1949
1527,Ado,Joye,01/09/1988
1528,Afton,Shyres,06/08/1946
1529,Derrik,Briskey,03/24/2014
1530,Beverlie,Pigrome,09/03/1996
1531,Jodie,Reape,02/03/1945
1532,Rivy,Miko,06/18/1974
1533,Buiron,Mazzeo,07/21/1942
1534,Les,Smurthwaite,01/23/2006
1535,Kalvin,Borsi,10/27/2002
1536,Rustin,Snoxell,08/25/1944
1537,Lianne,Glass,09/28/1985
1538,Nina,Cousens,09/19/1993
1539,Penn,Lunbech,08/17/1980
1540,Susan,Danbury,08/09/2013
1541,Alair,Denerley,08/14/1973
1542,Cornell,Covendon,09/03/2006
1543,Annabell,Viall,11/29/2018
1544,Wilone,Domini,04/05/2014
1545,Filmore,Meadmore,11/28/1973
1546,Leilah,Cobley,01/02/1964
1547,Rupert,McAnellye,09/25/2003
1548,Bryana,McCullogh,08/02/1977
1549,Madalena,Adamik,10/09/1952
1550,Jerrome,Watman,10/08/2011
1551,Lora,Hazart,04/24/1959
1552,Nick,Walbridge,04/20/1997
1553,Cherrita,Drewett,01/12/1959
1554,Patrica,Woolcocks,09/04/1960
1555,Robinson,Toffoloni,02/27/1982
1556,Jessa,Cescon,03/19/1939
1557,Gare,Hele,08/14/1954
1558,Aleen,Carbine,11/18/1972
1559,Birgitta,Gladyer,05/18/1997
1560,Melisa,Bonhan,07/03/1995
1561,Ibby,Stelli,09/12/1959
1562,Annamarie,Dilnot,06/21/1962
1563,Elbertine,Rivard,01/19/1996
1564,Hyatt,Hann,01/28/2011
1565,Kimbell,Stanlike,09/03/1981
1566,Basilio,Braven,06/28/1998
1567,Sandye,Treadwell,12/29/2001
1568,Willie,Revett,10/06/2017
1569,Franciskus,Ainger,10/21/1980
1570,Rhona,Carville,04/08/1952
1571,Ferris,Bangs,07/05/1935
1572,Alonso,Seaton,08/30/1980
1573,Christy,England,04/20/1974
1574,Beilul,Ormes,07/13/1972
1575,Sophey,Zebedee,01/21/2008
1576,Margarette,Levet,07/28/1979
1577,Melinde,McQuillin,04/12/1962
1578,Darbie,Kun,01/26/1938
1579,Florentia,Roxbrough,09/20/1997
1580,Cassi,Thorsby,06/27/1962
1581,Charlton,Fumagalli,09/04/1967
1582,Kendre,Hullin,03/13/1935
1583,Mora,Rawsthorn,02/25/1989
1584,Kat,Pafford,05/20/1964
1585,Nerte,Nyssens,08/03/1993
1586,Shaylah,Jenicek,09/24/1978
1587,Bryanty,Dunlap,10/21/1956
1588,Aleksandr,Byfield,07/12/1967
1589,Gae,Deevey,02/04/1938
1590,Celine,Macourek,09/01/1962
1591,Neil,Folbigg,05/20/1952
1592,Mira,O'Hone,12/19/1993
1593,Honoria,MacFarlan,09/13/1947
1594,Kelcy,Golly,01/18/1980
1595,Phip,Gerler,02/08/1937
1596,Karry,Chimes,02/09/1941
1597,Clemens,McQuirter,07/04/1975
1598,Stillman,Borborough,01/24/1981
1599,Evelyn,Czajkowski,04/10/1973
1600,Collin,Swanston,10/24/2016
1601,Leonid,Satterley,12/04/2004
1602,Lira,Georgius,12/03/1969
1603,Sue,Wark,05/14/2016
1604,Basia,Miskin,03/15/1987
1605,Lenka,Hewson,11/07/1983
1606,Jayme,Haskew,07/16/1994
1607,Luce,Alabone,03/05/1962
1608,Esteban,Haquin,07/15/1933
1609,Arlie,Litterick,01/26/2013
1610,Margaret,Keer,12/18/1955
1611,Kala,Becconsall,12/21/1950
1612,West,Alleyne,02/23/1933
1613,Carissa,Abramovic,12/23/2016
1614,Rozelle,Handmore,11/14/2014
1615,Marietta,Bagott,11/22/2018
1616,Peg,Hellikes,09/28/1997
1617,Petr,Reedy,02/15/1955
1618,Issy,Scholl,10/30/1991
1619,Dee dee,Doubleday,05/16/1998
1620,Rubina,Sked,12/10/1942
1621,Melissa,Surgener,06/05/1969
1622,Merl,Blackburn,05/03/1939
1623,Dianemarie,Tancock,08/20/1951
1624,Tory,Moggan,01/03/2006
1625,Corrine,Shoobridge,02/08/1938
1626,Chlo,Wogan,08/04/1946
1627,Torin,Akitt,05/23/1968
1628,Rosaleen,Bulfoot,04/17/1996
1629,Stanwood,Travers,12/20/1973
1630,Vite,Dicker,01/15/1936
1631,Myra,Baumler,06/01/1964
1632,Guglielmo,Haberfield,03/04/1946
1633,Hali,Edwicker,09/08/2009
1634,Brigitte,Getsham,10/19/1988
1635,Eachelle,Hards,07/15/1980
1636,Caprice,Killbey,03/06/1945
1637,Abramo,O'Kane,01/19/1932
1638,Blythe,Thridgould,10/08/1991
1639,Gabby,Sneller,01/29/1997
1640,Evita,Rowen,02/03/1935
1641,Otto,Macken,11/06/1966
1642,Alia,Adamowicz,12/13/1977
1643,Gilbertina,Rangell,06/10/1962
1644,Salim,Luter,03/17/1936
1645,Juana,Patterson,06/02/1955
1646,Pauline,Droogan,10/28/1967
1647,Brigid,Eyree,03/16/1957
1648,Webster,Tilley,08/07/1955
1649,Wally,Hatcliffe,06/19/1980
1650,Barnie,Adamolli,04/05/1989
1651,Jania,Bremmer,10/31/1974
1652,Dael,Nieass,12/04/1978
1653,Tamma,Ewart,02/24/1943
1654,Maryrose,Valentino,08/24/1997
1655,Lucien,Furtado,07/19/1978
1656,Nobe,Smaile,08/27/1937
1657,Louisa,Apted,02/07/1997
1658,Cyndie,MacParland,09/18/1979
1659,Walsh,Daniau,03/14/1995
1660,Gwenette,Whitman,09/17/1943
1661,Earle,Fancet,05/10/2015
1662,Dre,Slessar,01/03/1945
1663,Hayden,Raddish,02/17/1967
1664,Renata,Walbridge,07/07/2000
1665,Alie,Lambal,10/06/2014
1666,Addie,Raubenheimer,07/05/1938
1667,Nilson,Divis,12/15/1982
1668,Ulberto,Atthowe,03/18/1967
1669,Kelbee,Rewcastle,10/17/1973
1670,Kira,Bruty,09/14/1947
1671,Tressa,Ife,04/17/1978
1672,Cello,Pittaway,03/28/1934
1673,Jodi,Lundbech,09/05/1972
1674,Mayer,Blaasch,11/18/1946
1675,Giffard,Butland,11/24/1951
1676,Thacher,Swanborrow,11/26/1944
1677,Bastian,Petrozzi,11/01/1985
1678,Jordana,Arlott,12/12/1980
1679,Guthrey,Peschmann,12/12/2011
1680,Angelika,Ellingworth,03/12/2009
1681,Jillane,Geratt,02/24/1941
1682,Britni,Davioud,03/31/1960
1683,Goober,Skegg,07/17/2011
1684,Taite,Ollet,06/05/1944
1685,Tracie,Sheriff,07/02/2009
1686,Barbra,Frobisher,02/22/1969
1687,Ximenez,Duplan,04/21/1961
1688,Devan,Compton,11/11/1944
1689,Rivkah,Fissenden,03/03/1951
1690,Denice,Turvey,03/01/1964
1691,Roxanne,O'Kinneally,02/21/1959
1692,Hamil,Citrine,03/22/1948
1693,Kristin,Worrill,08/17/1992
1694,Meredith,Maffy,04/30/1993
1695,Tailor,Noir,07/26/1991
1696,Lockwood,Ruecastle,08/27/1937
1697,Christophorus,Ginley,09/09/1950
1698,Sam,Dionisi,11/29/1958
1699,Onfre,Batters,08/12/2002
1700,Emmet,Gridley,02/28/2000
1701,Dickie,Crombleholme,09/30/1963
1702,Ilka,Chaim,11/10/2010
1703,Germain,Raiker,01/08/2013
1704,Kassie,Aylmore,11/11/1936
1705,Evelyn,Thamelt,10/27/1968
1706,Lazarus,Gaddas,10/30/1957
1707,Paulita,Vaillant,05/23/1990
1708,Kiel,Angel,01/05/2018
1709,Rosie,Rewcassell,11/05/1946
1710,Alisha,Elldred,01/02/2002
1711,Marcile,Detoile,06/05/1979
1712,Sisile,Astin,10/06/2012
1713,Sylvester,Mottini,07/26/1952
1714,Fraser,Muddimer,03/16/1987
1715,Casandra,Bushell,01/13/1957
1716,Thorsten,Vanyashin,07/15/1950
1717,Allin,Ferbrache,12/16/1946
1718,Jena,Elvish,11/30/1945
1719,Sherline,Warboy,08/29/2005
1720,Morten,Marrian,02/20/1994
1721,Alan,Tynnan,02/11/2008
1722,Welbie,Voysey,06/29/2006
1723,Vaughn,Scopyn,12/30/1991
1724,Gustaf,Portugal,08/01/1995
1725,Marigold,Fotitt,12/29/1992
1726,Mia,Brice,12/27/1971
1727,Emmit,Antosch,10/27/1985
1728,Bernice,Gooderridge,11/28/1994
1729,Erl,Seemmonds,04/25/1942
1730,Jessica,Kirmond,01/03/1964
1731,Trixy,Cawthorne,10/18/2015
1732,Erroll,Rowett,05/08/2010
1733,Vinni,Froment,10/28/1940
1734,Chelsey,Revance,01/28/1982
1735,Holly,Saldler,12/20/1938
1736,Alena,Kemp,05/24/1960
1737,Vilma,Brownlow,07/04/1989
1738,Hillard,Bartolomeoni,08/02/2014
1739,Lorry,Bouldon,03/27/2001
1740,Jeremy,Moseley,06/01/1961
1741,Karena,Olland,10/02/1961
1742,Lydon,Lesaunier,08/07/2007
1743,Ashlen,Readitt,03/30/2007
1744,Byron,Stillert,12/20/1999
1745,Haily,Frowd,01/16/2016
1746,Shelby,Dederich,02/02/1998
1747,Netti,Cuell,04/01/1961
1748,Ruy,Akeherst,05/25/2010
1749,Cammy,Nuth,08/25/1983
1750,Zorina,Chippindale,05/06/2004
1751,Tallia,Simeons,05/16/1953
1752,Austina,Daouse,11/06/1971
1753,Clyve,Cutbush,11/07/1935
1754,Hermon,Dosdell,09/17/1995
1755,Gayelord,Cohn,10/13/2018
1756,Angelo,Handley,04/11/1992
1757,Felicio,Anthill,03/14/1960
1758,Corene,McBrearty,01/27/1992
1759,Joycelin,Jacobsen,01/11/1972
1760,Inness,Walentynowicz,04/13/2006
1761,Maren,Risen,10/19/1951
1762,Tamma,Fenimore,02/12/1997
1763,Rufus,Node,03/17/1977
1764,Rozamond,Busse,07/02/2003
1765,Hazel,Legendre,10/14/1973
1766,Jewelle,Ride,01/02/1963
1767,Sansone,Cottee,02/21/1932
1768,Nicolina,Pingstone,07/19/1938
1769,Randene,Duncan,09/18/1971
1770,Morry,Yallop,06/07/1983
1771,Florina,Hedgecock,09/10/1994
1772,Jackqueline,Nortcliffe,12/03/1977
1773,Bev,Swinburn,10/04/2011
1774,Melany,Grinin,04/21/2012
1775,Duky,Pauel,04/22/1954
1776,Ulla,Pruvost,09/03/1994
1777,Amelie,Seegar,10/26/2004
1778,Datha,Trathen,11/14/2004
1779,William,Weedall,01/24/1940
1780,Bram,Lewtey,10/18/1995
1781,Aurora,Wilcock,12/14/1952
1782,Maressa,Eberst,05/02/1940
1783,Josias,Allgood,04/17/1991
1784,Paulie,Neising,07/22/2011
1785,Nolan,Deble,12/28/2007
1786,Lindsey,Duigenan,05/30/1937
1787,Ware,Robinette,10/03/1956
1788,Edin,Wotton,08/18/1945
1789,Cosmo,Burdis,07/14/2005
1790,Shaina,Coventry,10/23/1988
1791,Myranda,Mathelin,09/14/2010
1792,Vaclav,Hrishanok,02/09/1934
1793,Christiana,O'Rodane,05/12/1987
1794,Avril,Guildford,04/24/1961
1795,Manon,Capoun,01/28/2011
1796,Halley,Winsbury,01/25/1960
1797,Lettie,Dalgarnocht,08/26/2003
1798,Kalle,Smallthwaite,04/22/2015
1799,Arleta,Lawee,12/03/1936
1800,Marsh,Lafee,03/08/1942
1801,Chadd,Doyle,07/05/1944
1802,Tremaine,Clooney,06/25/1949
1803,Nikolas,Olczak,08/01/2016
1804,Nathanial,Margaritelli,03/26/1978
1805,Mohandas,Stables,07/23/1986
1806,Kizzie,Bendan,06/19/1997
1807,Camille,Flucker,04/03/1968
1808,Jaymie,Giacovetti,01/16/2004
1809,Britteny,Scarce,01/14/2015
1810,Raimundo,Pillans,07/18/2011
1811,Adolphe,Neillans,11/07/1992
1812,Roman,Durnford,08/03/2005
1813,Melli,Sinnott,04/23/1958
1814,Grissel,Merrikin,03/13/2017
1815,Nonna,Cuddy,12/12/1934
1816,Llewellyn,Bannon,03/19/2014
1817,Sheffy,Leyden,09/02/1958
1818,Arleta,Corkan,10/09/2010
1819,May,Villar,01/03/1983
1820,Dory,Labb,12/10/1980
1821,Benedicta,Vanderplas,05/31/1964
1822,Vince,Mealham,09/21/2006
1823,Klemens,McGarry,06/04/1967
1824,Andee,Twatt,04/25/1987
1825,Esmeralda,Bruggeman,10/11/1985
1826,Rafaellle,Tuppeny,02/13/1975
1827,Lucille,Burnsides,12/28/1999
1828,Libbi,Sumpner,06/05/1954
1829,Raven,O'Dowling,12/09/1932
1830,Blanche,Desforges,03/14/1990
1831,Madelina,Laker,01/23/1958
1832,Egon,Morillas,09/08/1949
1833,Ermina,Camies,10/15/2000
1834,Catharine,Killshaw,10/31/2016
1835,Ansley,Leggis,03/29/1989
1836,Jemie,Berrie,02/25/1988
1837,Laurella,Mordey,07/20/1938
1838,Sigrid,Mullis,02/10/2012
1839,Cordelia,Sadgrove,01/05/1999
1840,Rowland,Guilloux,06/11/2016
1841,Ilise,Dumberell,04/19/1936
1842,Jaime,Sheals,08/15/1955
1843,Michel,Measures,05/01/2004
1844,Annice,Corser,01/31/1997
1845,Shaun,Nolot,04/03/1952
1846,Burnard,Roofe,08/30/1978
1847,Malva,Vinas,02/20/2000
1848,Judi,Daviot,06/06/1960
1849,Florina,Deery,02/01/1948
1850,Elmo,Werny,10/19/2004
1851,Kermy,Preuvost,05/14/1949
1852,Gert,Gamon,06/05/1968
1853,Gavan,Sothern,08/28/1988
1854,Madelyn,Levey,05/01/1959
1855,Brent,Serle,04/10/1995
1856,Georgette,Reynault,03/17/2018
1857,Yurik,Kynsey,07/07/2003
1858,Justine,Borrill,06/11/1999
1859,Fawne,Ivan,12/19/1985
1860,Zita,Loughton,02/14/1969
1861,Meagan,Dodman,10/07/2016
1862,Babita,Easen,03/29/1957
1863,Mira,Czajkowska,12/19/1952
1864,Sherlocke,Nice,04/07/1984
1865,Angelico,Dalwood,07/31/1979
1866,Marietta,Stoneham,03/20/1996
1867,Saudra,Arnholtz,01/02/2003
1868,Joleen,Devanny,07/15/1944
1869,Deeann,Briffett,04/29/1953
1870,Kerrin,Frawley,03/03/1972
1871,Jaimie,Jakoubec,03/01/1959
1872,Dane,Wissbey,12/01/1983
1873,Nicol,Crosskell,11/29/1953
1874,Lucille,Jury,05/16/2004
1875,Ofelia,Inkles,06/21/1963
1876,Chauncey,Gossop,11/08/1986
1877,Carleen,Gravett,09/18/1968
1878,Timmie,Doull,02/02/1947
1879,Lucio,Rappa,11/20/1993
1880,Finn,Duffin,03/03/1962
1881,Tedi,Melsom,08/04/1956
1882,Nils,Jenkerson,11/19/1963
1883,Kittie,Thorsby,01/15/2005
1884,Tamara,Goulborn,07/21/1962
1885,Mayne,Kirman,03/17/1933
1886,Lenora,Butterick,05/04/1983
1887,Holly,Pettiford,11/24/1970
1888,Happy,Crinson,11/09/1992
1889,Frazier,MacLucais,09/10/2000
1890,Sandro,Silman,08/14/1945
1891,Emmeline,Lampke,02/16/2008
1892,Bogey,Bowser,04/22/1975
1893,Sergio,Bolesma,03/06/1981
1894,Brooke,Glencorse,05/25/1943
1895,Jenna,Sarfati,09/11/1987
1896,Lida,Magrane,10/10/1993
1897,Kirsteni,Stickins,12/07/1999
1898,Humphrey,Ogilvie,02/07/1983
1899,Ainslie,Antonutti,07/27/2006
1900,Madelena,Lucio,12/23/2015
1901,Janek,Rowles,04/28/1957
1902,Andy,Fetterplace,11/13/1963
1903,Patten,Esslement,06/14/2007
1904,Annis,Ondracek,08/23/1984
1905,Marianne,Pusill,02/14/1950
1906,Zia,Lamy,09/01/1969
1907,Syd,Sheaber,10/22/1956
1908,Krissy,Pallister,08/25/1963
1909,Viole,Stenett,04/30/2009
1910,Cherry,Slaten,06/03/1999
1911,Martelle,Schaumann,02/25/1965
1912,Blinny,Deeks,02/02/2005
1913,Dyanna,Charte,05/21/1978
1914,Aggie,Bonds,08/28/1953
1915,Bevvy,Cartwright,07/18/1960
1916,Gilburt,Wasmer,08/07/1968
1917,Sigismund,Bougourd,05/24/1971
1918,Carlota,Hatcher,07/11/1999
1919,Zelma,Lazonby,05/07/1937
1920,Indira,Della,06/22/1943
1921,Quinn,Hunter,09/01/1990
1922,Hamel,Waistall,01/25/1995
1923,Alexandre,Pechell,02/23/1947
1924,Shirley,Waldren,07/30/2003
1925,Chrisse,Cockrell,06/07/1939
1926,Sherry,Frenchum,09/15/1932
1927,Nickolas,Blare,01/09/1982
1928,Saw,Venney,04/16/1987
1929,Alfredo,Jeggo,03/26/2007
1930,Chrissie,Jepps,02/16/2018
1931,Laural,Holbarrow,04/10/2008
1932,Terrel,Campana,12/21/1966
1933,Bernard,Vallens,02/17/1990
1934,Mordy,Wiseman,11/19/1977
1935,Cassondra,Kiezler,02/03/1959
1936,Donal,McKitterick,05/19/2007
1937,Sandor,Mackleden,08/23/1946
1938,Rosco,Moles,04/18/1981
1939,Mace,O'Ferris,12/23/1985
1940,Paulita,Droghan,05/19/1937
1941,Corene,FitzGilbert,11/25/1951
1942,Laurena,Freer,08/02/1941
1943,Arlene,McPeake,09/18/1971
1944,Kenn,Mattiessen,06/14/2012
1945,Babs,Hamley,12/21/1947
1946,Clara,Shoebrook,01/19/1972
1947,Eadie,Szymanski,07/09/1967
1948,Barnabas,Tomaini,07/23/1988
1949,Sara-ann,Izchaki,05/18/1972
1950,Marianne,Balmforth,08/06/1957
1951,Francesca,Balham,07/24/1967
1952,Ivette,Glanester,03/06/1987
1953,Lydie,Ricioppo,10/08/1989
1954,Rolf,Pusill,09/26/1998
1955,Amargo,Piens,04/24/1951
1956,Zenia,Fullylove,12/12/1954
1957,Jay,Tod,04/21/1971
1958,Gallard,Astell,07/17/1979
1959,Ferdie,Tomasello,03/30/1970
1960,Raina,Drescher,04/27/1992
1961,Datha,Wilstead,09/06/1939
1962,Tony,Walbrook,10/25/1966
1963,Zeb,Bidgood,04/24/1989
1964,Louisette,Jays,06/26/2018
1965,Greta,Williment,11/27/1966
1966,Gardner,Drewe,06/08/1940
1967,Gale,Flaxon,11/08/1936
1968,Jerrilyn,Cottel,01/04/1932
1969,Abigail,Peiro,04/20/1977
1970,Willie,Seally,11/04/1935
1971,Bill,Demanche,10/01/1941
1972,Annmaria,Standley,11/07/1961
1973,Aharon,Ruttgers,12/30/2016
1974,Reg,Ducarel,05/12/2010
1975,Annabell,Dounbare,07/31/1956
1976,Magdalena,Turbitt,11/09/1950
1977,Jorrie,Menego,12/11/1966
1978,Ilyssa,Lapham,12/17/1943
1979,Madelyn,Maffulli,01/17/1934
1980,Davida,Jerrolt,04/26/2001
1981,Emmett,Featherstonhalgh,08/24/1954
1982,Ingaborg,Agott,03/16/1989
1983,Danna,Mars,09/26/1982
1984,Fernandina,Gorrissen,10/21/1996
1985,Edgardo,Davies,02/20/1944
1986,Neile,Rowbottom,09/05/2007
1987,Barbabas,Posnett,12/20/1970
1988,Olin,Longfield,08/16/1993
1989,Merridie,Eisig,01/21/2013
1990,Si,Woodyear,08/15/2006
1991,Lyssa,Jeffels,06/04/1997
1992,Ingaborg,Rehm,04/17/2000
1993,Mariana,Colby,08/04/1965
1994,Marrissa,Chagg,04/06/1983
1995,Malchy,Girke,02/27/2006
1996,Sybila,Digance,09/09/1943
1997,Pollyanna,Pollington,11/01/1973
1998,Ruben,Clerk,08/24/1963
1999,Arnoldo,Rosenbaum,12/31/1973
2000,Melba,Dabbes,12/10/1984
2002,Tasha,Elmberg,07/10/1988
2003,ed,mur,05/01/1988
2003,David,Bowie,01/01/1945
2004,Eddy,Murray,05/01/1989
2005,John,Johnny,04/19/2010
2006,Ryan,Cookies,09/22/2013
2007,Kevin,Smith,08/19/1988
2008,John,Apple,06/19/1980
2009,Eddy,Murray01,05/12/2019
2010,Eddy_3,Murray_3,05/01/1988
2011,Chon,Kidd01,09/10/2014
2012,Ducan,Knowns,05/05/2005
2013,Joe,Knowns,07/08/2009
2014,Touger,Thao,07/15/1987
2015,Eddy,Stoks,05/06/1988
